"","URL","Industry","Company","YearEstablished","Employees","Revenue_DKK","EBITA_DKK","Address"
"6801","https://www.proff.dk/firma/hooman/aarhus-c/kemikalier-og-kemiske-varer/0MVPQ2I00PQ/","Chemical Technologies","Hooman",NA,0,0,NA,"Frederiks Allé 94 2 tv, 8000 Aarhus C"
"6811","https://www.proff.dk/firma/ce-hair-studio/holb%C3%A6k/kemikalier-og-kemiske-varer/0MWRUYI00PQ/","Chemical Technologies","CE Hair Studio",NA,0,0,NA,"Vejrhøj 7 1 th, 4300 Holbæk"
"6821","https://www.proff.dk/firma/amalie-rosalie/fredericia/kemikalier-og-kemiske-varer/0MXMR3I00PQ/","Chemical Technologies","Amalie Rosalie",NA,0,0,NA,"Indre Ringvej 78, 7000 Fredericia"
"6831","https://www.proff.dk/firma/farmerg%C3%B8dning/aalestrup/kemikalier-og-kemiske-varer/0MY64XI00PQ/","Chemical Technologies","Farmergødning",NA,0,0,NA,"Toruphøjevej 61, 9620 Aalestrup"
"6841","https://www.proff.dk/firma/soapberry/farum/kemikalier-og-kemiske-varer/0MY6AFI00PQ/","Chemical Technologies","Soapberry",NA,0,0,NA,"Tværvej 4, 3520 Farum"
"6851","https://www.proff.dk/firma/veneficia/j%C3%A6gerspris/kemikalier-og-kemiske-varer/0MYSFEI00PQ/","Chemical Technologies","Veneficia",NA,0,0,NA,"Klokkervej 1, 3630 Jægerspris"
"6861","https://www.proff.dk/firma/bunny-grow/frederikssund/kemikalier-og-kemiske-varer/0N0EORI00PQ/","Chemical Technologies","Bunny Grow",NA,0,0,NA,"Ådalsvej 56 1 tv, 3600 Frederikssund"
"6871","https://www.proff.dk/firma/kystn%C3%A6r/haderslev/kemikalier-og-kemiske-varer/0N16Q6I00PQ/","Chemical Technologies","Kystnær",NA,0,0,NA,"Ørbyhage 96, 6100 Haderslev"
"6881","https://www.proff.dk/firma/elise-s%C3%B8rensen/randers-c/kemikalier-og-kemiske-varer/0N1J9ZI00PQ/","Chemical Technologies","ELISE Sørensen",NA,0,0,NA,"Jyllandsgade 2 C 3 tv, 8900 Randers C"
"6891","https://www.proff.dk/firma/alabastra-botanics/gr%C3%A6sted/kemikalier-og-kemiske-varer/0N2EMXI00PQ/","Chemical Technologies","ALABASTRA botanics",NA,0,0,NA,"Præstevejen 57, 3230 Græsted"
"6901","https://www.proff.dk/firma/rimaz/svendborg/kemikalier-og-kemiske-varer/0N33MVI00PQ/","Chemical Technologies","Rimaz",NA,0,0,NA,"Norgesvej 14, 5700 Svendborg"
"6911","https://www.proff.dk/firma/adama-deutschland-gmbh/struer/kemikalier-og-kemiske-varer/0N5QJ5I00PQ/","Chemical Technologies","Adama Deutschland GmbH",NA,0,0,NA,"Aspvej 6 A, 7600 Struer"
"6921","https://www.proff.dk/firma/jw-membrane-technology/roskilde/kemikalier-og-kemiske-varer/0N7F9FI00PQ/","Chemical Technologies","JW Membrane Technology",NA,0,0,NA,"Præstemarksvej 52 B, 4000 Roskilde"
"6931","https://www.proff.dk/firma/by-tine-kust-aps/randers-n%C3%B8/kemikalier-og-kemiske-varer/0NAHH8I00PQ/","Chemical Technologies","By Tine Kust ApS",2017,NA,39000,0,"Marienborgvej 66, 8930 Randers NØ"
"6941","https://www.proff.dk/firma/farmacobotanicals/hornslet/kemikalier-og-kemiske-varer/0NBF72I00PQ/","Chemical Technologies","Farmacobotanicals",NA,0,0,NA,"Køllen 13, 8543 Hornslet"
"695","https://www.proff.dk/firma/yrol%C3%AD-is/fredensborg/kemikalier-og-kemiske-varer/0NCRYYI00PQ/","Chemical Technologies","Yrolí I/S",NA,0,0,NA,"Tinghusvej 13, 3480 Fredensborg"
"696","https://www.proff.dk/firma/homo-soapien/humleb%C3%A6k/kemikalier-og-kemiske-varer/0NE5QLI00PQ/","Chemical Technologies","Homo Soapien",NA,0,0,NA,"Teglgårdsvej 545 1 tv, 3050 Humlebæk"
"697","https://www.proff.dk/firma/igp-scandinavia-filial-af-igp-scandinavia-ab-sverige/herlev/kemikalier-og-kemiske-varer/0NFQPMI00PQ/","Chemical Technologies","IGP Scandinavia, filial af IGP Scandinavia AB, Sverige",2018,2,39000,39000,"Lyskær 3 C, 2730 Herlev"
"698","https://www.proff.dk/firma/ica-deutschland-lacke-gmbh/k%C3%B8benhavn-k/kemikalier-og-kemiske-varer/0NGB1WI00PQ/","Chemical Technologies","ICA Deutschland Lacke GmbH",NA,0,0,NA,"Kongens Nytorv 26 3, 1050 København K"
"699","https://www.proff.dk/firma/dygo/k%C3%B8benhavn-k/kemikalier-og-kemiske-varer/0NOG0JI00PQ/","Chemical Technologies","Dygo",NA,0,0,NA,"Nansensgade 40 st, 1366 København K"
"700","https://www.proff.dk/firma/bloom-bloom-organic/taastrup/kemikalier-og-kemiske-varer/0NTOLEI00PQ/","Chemical Technologies","Bloom &amp; Bloom Organic",NA,0,0,NA,"Taastrup Hovedgade 104 1, 2630 Taastrup"
"701","https://www.proff.dk/firma/mirabilis-ivs/viborg/kemikalier-og-kemiske-varer/0NUTOPI00PQ/","Chemical Technologies","Mirabilis IVS",2018,NA,39000,0,"Sct. Ibs Gade 34 B, 8800 Viborg"
"702","https://www.proff.dk/firma/microtek/helsinge/kemikalier-og-kemiske-varer/0NUWJNI00PQ/","Chemical Technologies","Microtek",NA,0,0,NA,"Kløvermarksvej 19, 3200 Helsinge"
"703","https://www.proff.dk/firma/fej%C3%B8-krabber-aps/fej%C3%B8/kemikalier-og-kemiske-varer/0NZQUSI00PQ/","Chemical Technologies","Fejø Krabber ApS",2019,NA,0,0,"Herredsvej 210, 4944 Fejø"
"704","https://www.proff.dk/firma/raise-the-bar/k%C3%B8benhavn-nv/kemikalier-og-kemiske-varer/0O0C5DI00PQ/","Chemical Technologies","RAISE THE BAR",NA,0,0,NA,"Birkedommervej 17 3 tv, 2400 København NV"
"705","https://www.proff.dk/firma/aarhus-parfume/aarhus-c/kemikalier-og-kemiske-varer/0OM3O3I00PQ/","Chemical Technologies","Aarhus Parfume",NA,0,0,NA,"Silkeborgvej 19 st tv, 8000 Aarhus C"
"706","https://www.proff.dk/firma/cream-made-by-alice-k.-2020/k%C3%B8benhavn-s/kemikalier-og-kemiske-varer/0OPAXDI00PQ/","Chemical Technologies","Cream made by Alice K. 2020",NA,0,0,NA,"Digevej 54, 2300 København S"
"707","https://www.proff.dk/firma/d%C3%A9but-copenhagen-aps/k%C3%B8benhavn-k/kemikalier-og-kemiske-varer/0OPI1XI00PQ/","Chemical Technologies","Début Copenhagen ApS",NA,0,0,NA,"Kvæsthusgade 5 C 5, 1251 København K"
"708","https://www.proff.dk/firma/hjort-danmark/vinderup/kemikalier-og-kemiske-varer/0OPW23I00PQ/","Chemical Technologies","HJORT DANMARK",NA,0,0,NA,"Møllevej 8, 7830 Vinderup"
"709","https://www.proff.dk/firma/%C3%B8li/k%C3%B8benhavn-s/kemikalier-og-kemiske-varer/0OQ30LI00PQ/","Chemical Technologies","Øli",NA,0,0,NA,"Tycho Brahes Allé 25 4 th, 2300 København S"
"710","https://www.proff.dk/firma/yourself/vojens/kemikalier-og-kemiske-varer/0OQDT9I00PQ/","Chemical Technologies","Yourself",NA,0,0,NA,"Tingvejen 5, 6500 Vojens"
"711","https://www.proff.dk/firma/naturs%C3%A6ben/h%C3%B8rsholm/kemikalier-og-kemiske-varer/0OQPKYI00PQ/","Chemical Technologies","Natursæben",NA,0,0,NA,"Slettevang 5, 2970 Hørsholm"
"712","https://www.proff.dk/firma/nuuii-aps/aarhus-n/kemikalier-og-kemiske-varer/0OR8IAI00PQ/","Chemical Technologies","nuuii ApS",NA,0,0,NA,"Nordre Ringgade 68, 8200 Aarhus N"
"713","https://www.proff.dk/firma/biotopia/aarhus-c/kemikalier-og-kemiske-varer/0ORAG9I00PQ/","Chemical Technologies","Biotopia",NA,0,0,NA,"Rosenkrantzgade 1, 8000 Aarhus C"
"714","https://www.proff.dk/firma/s%C3%A6beriet-%C3%A6r%C3%B8-aps/%C3%A6r%C3%B8sk%C3%B8bing/kemikalier-og-kemiske-varer/0ORDL1I00PQ/","Chemical Technologies","Sæberiet Ærø ApS",NA,0,0,NA,"Vester Bregninge 31, 5970 Ærøskøbing"
"715","https://www.proff.dk/firma/lars-frey-aps/ringsted/kemikalier-og-kemiske-varer/0ORQIJI00PQ/","Chemical Technologies","Lars Frey ApS",NA,0,0,NA,"Torvet 1 2 mf, 4100 Ringsted"
"716","https://www.proff.dk/firma/bornholmers%C3%A6ben/%C3%B8stermarie/kemikalier-og-kemiske-varer/0OTXUAI00PQ/","Chemical Technologies","Bornholmersæben",NA,0,0,NA,"Almindingensvej 25, 3751 Østermarie"
"717","https://www.proff.dk/firma/gundal-industri/vorbasse/kemikalier-og-kemiske-varer/0OU9TVI00PQ/","Chemical Technologies","GUNDAL INDUSTRI",NA,0,0,NA,"Højagervej 6, 6623 Vorbasse"
"718","https://www.proff.dk/firma/mg-process-engineering/%C3%B8stbirk/kemikalier-og-kemiske-varer/0OU9VAI00PQ/","Chemical Technologies","MG Process Engineering",NA,0,0,NA,"Søndermarken 19, 8752 Østbirk"
"719","https://www.proff.dk/firma/lurrell-sustainable-solutions-as/kolding/kemikalier-og-kemiske-varer/0OUCD6I00PQ/","Chemical Technologies","Lurrell Sustainable Solutions A/S",NA,0,0,NA,"Stålvej 3, 6000 Kolding"
"720","https://www.proff.dk/firma/db-danmark-as/r%C3%B8dk%C3%A6rsbro/kemikalier-og-kemiske-varer/0OUQSPI00PQ/","Chemical Technologies","DB Danmark A/S",NA,0,0,NA,"Håndværkervej 6, 8840 Rødkærsbro"
"721","https://www.proff.dk/firma/b.c.s.m./horsens/kemikalier-og-kemiske-varer/0OUSRPI00PQ/","Chemical Technologies","B.C.S.M.",NA,0,0,NA,"Nordre Strandvej 1, 8700 Horsens"
"722","https://www.proff.dk/firma/united-group-manufacturing-as/vejle/kemikalier-og-kemiske-varer/0OVUR7I00PQ/","Chemical Technologies","United Group Manufacturing A/S",NA,0,0,NA,"Ferrarivej 12, 7100 Vejle"
"723","https://www.proff.dk/firma/mills-hop/hiller%C3%B8d/kemikalier-og-kemiske-varer/0OWGZWI00PQ/","Chemical Technologies","Mills &amp; Hop",NA,0,0,NA,"Slotshusene 3 st 3, 3400 Hillerød"
"724","https://www.proff.dk/firma/hr.-olsen-drift-aps/holb%C3%A6k/kemikalier-og-kemiske-varer/0OWPEFI00PQ/","Chemical Technologies","Hr. Olsen Drift ApS",NA,0,0,NA,"Stenhusvej 7, 4300 Holbæk"
"725","https://www.proff.dk/firma/handmadecosmetic-aps/fredericia/kemikalier-og-kemiske-varer/0OXBF9I00PQ/","Chemical Technologies","handmadecosmetic ApS",NA,0,0,NA,"Gørtlervej 6, 7000 Fredericia"
"726","https://www.proff.dk/firma/charlies-laboratorium/k%C3%B8benhavn-s/kemikalier-og-kemiske-varer/0OXG4UI00PQ/","Chemical Technologies","Charlies Laboratorium",NA,0,0,NA,"Norgesgade 54 3 th, 2300 København S"
"727","https://www.proff.dk/firma/nordic-cosmetics-production-aps/taastrup/kemikalier-og-kemiske-varer/0OXTLYI00PQ/","Chemical Technologies","NORDIC Cosmetics Production ApS",NA,0,0,NA,"Hørskætten 6 A st tv, 2630 Taastrup"
"728","https://www.proff.dk/firma/alkymist/k%C3%B8benhavn-k/kemikalier-og-kemiske-varer/0OYH4GI00PQ/","Chemical Technologies","Alkymist",NA,0,0,NA,"Refshalevej 161 U st tv, 1432 København K"
"729","https://www.proff.dk/firma/cece-organic/h%C3%B8rsholm/kemikalier-og-kemiske-varer/0OYNOBI00PQ/","Chemical Technologies","CeCe Organic",NA,0,0,NA,"Stakkeledet 29, 2970 Hørsholm"
"730","https://www.proff.dk/firma/lucia-care-aps/odense-c/kemikalier-og-kemiske-varer/0PAX1HI00PQ/","Chemical Technologies","Lucia Care ApS",NA,0,0,NA,"Skt. Anne Plads 2 3, 5000 Odense C"
"731","https://www.proff.dk/firma/beard-gang-pro/hvidovre/kemikalier-og-kemiske-varer/0PBAVCI00PQ/","Chemical Technologies","beard gang pro",NA,0,0,NA,"Sognegårds Alle 13 st th, 2650 Hvidovre"
"732","https://www.proff.dk/firma/duftmelodier/r%C3%B8nne/kemikalier-og-kemiske-varer/0PBJ5ZI00PQ/","Chemical Technologies","DUFTMELODIER",NA,0,0,NA,"Tornbyvej 1, 3700 Rønne"
"733","https://www.proff.dk/firma/chemours-services-s%C3%A0rl/aalborg/kemikalier-og-kemiske-varer/0PBN00I00PQ/","Chemical Technologies","Chemours Services Sàrl",NA,0,0,NA,"Hobrovej 42 C 3, 9000 Aalborg"
"734","https://www.proff.dk/firma/athletic-skincare-lab-aps/kongens-lyngby/kemikalier-og-kemiske-varer/0PBTYYI00PQ/","Chemical Technologies","Athletic Skincare Lab ApS",NA,0,0,NA,"Ulrikkenborg Alle 51, 2800 Kongens Lyngby"
"735","https://www.proff.dk/firma/molly-corker-aps/frederiksberg/kemikalier-og-kemiske-varer/0PBYQYI00PQ/","Chemical Technologies","Molly Corker ApS",NA,0,0,NA,"Holger Danskes Vej 3 A 3 th, 2000 Frederiksberg"
"736","https://www.proff.dk/firma/h2-energy-esbjerg-aps/k%C3%B8benhavn-%C3%B8/kemikalier-og-kemiske-varer/0PC7IMI00PQ/","Chemical Technologies","H2 Energy Esbjerg ApS",NA,0,0,NA,"Amerika Plads 37, 2100 København Ø"
"737","https://www.proff.dk/firma/coatable-as/ballerup/kemikalier-og-kemiske-varer/0PCUS9I00PQ/","Chemical Technologies","Coatable A/S",NA,0,0,NA,"Lautruphøj 5, 2750 Ballerup"
"738","https://www.proff.dk/firma/parfumestudie-vandreas-gade/aalborg-s%C3%B8/kemikalier-og-kemiske-varer/0PE6D6I00PQ/","Chemical Technologies","Parfumestudie v/Andreas Gade",NA,0,0,NA,"Kong Minos Vej 102, 9210 Aalborg SØ"
"739","https://www.proff.dk/firma/nyord-naturkosmetik/stege/kemikalier-og-kemiske-varer/0PFDHOI00PQ/","Chemical Technologies","Nyord Naturkosmetik",NA,0,0,NA,"Aksvej 4, 4780 Stege"
"740","https://www.proff.dk/firma/uldg%C3%B8dning-danmark-aps/skanderborg/kemikalier-og-kemiske-varer/0PFP5JI00PQ/","Chemical Technologies","Uldgødning Danmark ApS",NA,0,0,NA,"Emborgvej 171, 8660 Skanderborg"
"741","https://www.proff.dk/firma/natur-gl%C3%B8d/hinnerup/kemikalier-og-kemiske-varer/0PGDM0I00PQ/","Chemical Technologies","Natur Glød",NA,0,0,NA,"Nørreskovvej 277, 8382 Hinnerup"
"742","https://www.proff.dk/firma/silverwater/nordborg/kemikalier-og-kemiske-varer/0PGE0CI00PQ/","Chemical Technologies","Silverwater",NA,0,0,NA,"Brushøjvej 6, 6430 Nordborg"
"743","https://www.proff.dk/firma/natures-milk/k%C3%B8benhavn-s/kemikalier-og-kemiske-varer/0PGZWVI00PQ/","Chemical Technologies","Natures Milk",NA,0,0,NA,"Artillerivej 63 st 7, 2300 København S"
"744","https://www.proff.dk/firma/s%C3%B8h%C3%B8jlandets-mikros%C3%A6beri/silkeborg/kemikalier-og-kemiske-varer/0PI3X9I00PQ/","Chemical Technologies","Søhøjlandets Mikrosæberi",NA,0,0,NA,"Resedavej 21 2 tv, 8600 Silkeborg"
"745","https://www.proff.dk/firma/liquid-company-aps/ikast/kemikalier-og-kemiske-varer/0PJC00I00PQ/","Chemical Technologies","Liquid Company ApS",NA,0,0,NA,"Lene Haus Vej 10, 7430 Ikast"
"746","https://www.proff.dk/firma/spokipi/h%C3%B8jbjerg/kemikalier-og-kemiske-varer/0PJHFHI00PQ/","Chemical Technologies","spokipi",NA,0,0,NA,"Lerdalen 89, 8270 Højbjerg"
"747","https://www.proff.dk/firma/balg%C3%A5rde-landhandel-aps/spentrup/kemikalier-og-kemiske-varer/0PJKSXI00PQ/","Chemical Technologies","Balgårde Landhandel ApS",NA,0,0,NA,"Balgårdsvej 36, 8981 Spentrup"
"748","https://www.proff.dk/firma/silikatteknik-aps/r%C3%B8nde/kemikalier-og-kemiske-varer/0PJQE6I00PQ/","Chemical Technologies","Silikatteknik ApS",NA,0,0,NA,"Stenbjergvej 3 B, 8410 Rønde"
"749","https://www.proff.dk/firma/halorefine-aps/esbjerg/kemikalier-og-kemiske-varer/0PLIVEI00PQ/","Chemical Technologies","Halorefine ApS",NA,0,0,NA,"Niels Bohrs Vej 8, 6700 Esbjerg"
"750","https://www.proff.dk/firma/dyhr-on-sams%C3%B8/sams%C3%B8/kemikalier-og-kemiske-varer/0PLLF3I00PQ/","Chemical Technologies","dyhr on samsø",NA,0,0,NA,"Kærvej 38, 8305 Samsø"
"751","https://www.proff.dk/firma/dencoat-international-aps/n%C3%B8rre-aaby/kemikalier-og-kemiske-varer/0PM169I00PQ/","Chemical Technologies","DenCoat International ApS",NA,0,0,NA,"Tværvejen 15, 5580 Nørre Aaby"
"752","https://www.proff.dk/firma/norfalk-aps/aarhus-c/kemikalier-og-kemiske-varer/0PM4XTI00PQ/","Chemical Technologies","NorFalk ApS",NA,0,0,NA,"Universitetsbyen 14, 8000 Aarhus C"
"753","https://www.proff.dk/firma/myco4food-aps/k%C3%B8benhavn-k/kemikalier-og-kemiske-varer/0PN6FJI00PQ/","Chemical Technologies","Myco4Food ApS",NA,0,0,NA,"Åbenrå 16 3 tv, 1124 København K"
"754","https://www.proff.dk/firma/epic-oils-aps/kalvehave/kemikalier-og-kemiske-varer/0PNC1VI00PQ/","Chemical Technologies","Epic Oils ApS",NA,0,0,NA,"Kalvehave Mark 31, 4771 Kalvehave"
"1102","https://www.proff.dk/firma/novo-nordisk-as/bagsv%C3%A6rd/medicinsk-teknisk-udstyr/0EFWNQI011I/","Medical Technologies","Novo Nordisk A/S",1931,18135,8.0278e+10,4.9444e+10,"Novo Alle 1, 2880 Bagsværd"
"2102","https://www.proff.dk/firma/coloplast-as/humleb%C3%A6k/medicinsk-teknisk-udstyr/15IZDPI011I/","Medical Technologies","COLOPLAST A/S",1957,1493,1.3313e+10,6.233e+09,"Holtedam 1, 3050 Humlebæk"
"3102","https://www.proff.dk/firma/unomedical-as/lejre/medicinsk-teknisk-udstyr/12710JI011I/","Medical Technologies","UNOMEDICAL A/S",1965,462,913088000,748781000,"Åholmvej 1-3, 4320 Lejre"
"4102","https://www.proff.dk/firma/william-cook-europe-aps/bj%C3%A6verskov/medicinsk-teknisk-udstyr/1DUVZDI011I/","Medical Technologies","WILLIAM COOK EUROPE ApS",1983,797,626723000,130064000,"Sandet 6, 4632 Bjæverskov"
"5103","https://www.proff.dk/firma/dansac-as/fredensborg/medicinsk-teknisk-udstyr/0KARQ2I011I/","Medical Technologies","DANSAC A/S",1971,235,392850000,206294000,"Lille Kongevej 304, 3480 Fredensborg"
"6102","https://www.proff.dk/firma/ferrosan-medical-devices-as/s%C3%B8borg/medicinsk-teknisk-udstyr/0JM2H2I011I/","Medical Technologies","FERROSAN MEDICAL DEVICES A/S",2010,244,372077000,186166000,"Sydmarken 5, 2860 Søborg"
"762","https://www.proff.dk/firma/lindberg-as/%C3%A5byh%C3%B8j/medicinsk-teknisk-udstyr/07PCLDI011I/","Medical Technologies","LINDBERG A/S",1989,184,240120000,87201000,"Bjarkesvej 30, 8230 Åbyhøj"
"813","https://www.proff.dk/firma/pentabase-as/odense-c/medicinsk-teknisk-udstyr/0HZ8T8I011I/","Medical Technologies","PENTABASE A/S",2007,168,199224000,184357000,"Petersmindevej 1 A, 5000 Odense C"
"912","https://www.proff.dk/firma/ellab-as/hiller%C3%B8d/medicinsk-teknisk-udstyr/0CFW6TI011I/","Medical Technologies","ELLAB A/S",1998,138,161970000,127461000,"Trollesmindealle 25, 3400 Hillerød"
"1012","https://www.proff.dk/firma/vitrolife-as/viby-j/medicinsk-teknisk-udstyr/0GBF7TI011I/","Medical Technologies","VITROLIFE A/S",2003,91,130352000,73086000,"Jens Juuls Vej 20, 8260 Viby J"
"1112","https://www.proff.dk/firma/natus-medical-denmark-aps/taastrup/medicinsk-teknisk-udstyr/0F42Y7I011I/","Medical Technologies","Natus Medical Denmark ApS",2000,72,119591000,-82241000,"Hørskætten 9, 2630 Taastrup"
"1212","https://www.proff.dk/firma/codan-medical-aps/r%C3%B8dby/medicinsk-teknisk-udstyr/09ORM6I011I/","Medical Technologies","CODAN MEDICAL ApS",1992,181,106951000,38499000,"Færgevej 4, 4970 Rødby"
"1312","https://www.proff.dk/firma/meggitt-as/kvistg%C3%A5rd/medicinsk-teknisk-udstyr/0FGAZFI011I/","Medical Technologies","MEGGITT A/S",2001,108,89468000,20793000,"Porthusvej 4, 3490 Kvistgård"
"1412","https://www.proff.dk/firma/sonova-audiological-care-denmark-aps/charlottenlund/medicinsk-teknisk-udstyr/09Z2U5I011I/","Medical Technologies","Sonova Audiological Care Denmark ApS",1993,171,89098000,5070000,"Hans Edvard Teglers Vej 5 1, 2920 Charlottenlund"
"1512","https://www.proff.dk/firma/dansk-nordenta-as/h%C3%B8rning/medicinsk-teknisk-udstyr/0679KQI011I/","Medical Technologies","DANSK NORDENTA A/S",1986,103,82120000,47438000,"Nydamsvej 8, 8362 Hørning"
"1612","https://www.proff.dk/firma/sahva-as/br%C3%B8ndby/medicinsk-teknisk-udstyr/08ZVXVI011I/","Medical Technologies","SAHVA A/S",1991,270,79107000,18298000,"Nykær 68, 2605 Brøndby"
"1712","https://www.proff.dk/firma/vermund-larsen-as/aalborg-sv/medicinsk-teknisk-udstyr/0VFM50I011I/","Medical Technologies","VERMUND LARSEN A/S",1975,123,69858000,16287000,"Gøteborgvej 12, 9200 Aalborg SV"
"1812","https://www.proff.dk/firma/elos-medtech-pinol-as/g%C3%B8rl%C3%B8se/medicinsk-teknisk-udstyr/086MMGI011I/","Medical Technologies","ELOS MEDTECH PINOL A/S",1990,178,63567000,12282000,"Engvej 33, 3330 Gørløse"
"1912","https://www.proff.dk/firma/xo-care-as/h%C3%B8rsholm/medicinsk-teknisk-udstyr/0RY0M0I011I/","Medical Technologies","XO CARE A/S",1973,74,51151000,5907000,"Håndværkersvinget 6, 2970 Hørsholm"
"2012","https://www.proff.dk/firma/bandagist-centret-ortop%C3%A6diske-bandagerier-og-skomagerier-as/risskov/medicinsk-teknisk-udstyr/07QZV0I011I/","Medical Technologies","BANDAGIST-CENTRET, ORTOPÆDISKE BANDAGERIER OG SKOMAGERIER A/S",1989,73,45446000,7648000,"Torsøvej 1 A, 8240 Risskov"
"2112","https://www.proff.dk/firma/heka-dental-as/ish%C3%B8j/medicinsk-teknisk-udstyr/096PMII011I/","Medical Technologies","HEKA DENTAL A/S",1991,60,42688000,15228000,"Baldershøj 38, 2635 Ishøj"
"2212","https://www.proff.dk/firma/dansk-h%C3%B8recenter-aps/odense-c/medicinsk-teknisk-udstyr/061FXZI011I/","Medical Technologies","DANSK HØRECENTER ApS",2003,76,42340000,-16052000,"Nørregade 71 3, 5000 Odense C"
"2312","https://www.proff.dk/firma/sirona-dental-as/hinnerup/medicinsk-teknisk-udstyr/0CNRXRI011I/","Medical Technologies","SIRONA DENTAL A/S",1998,2,39542000,19301000,"Rho 10, 8382 Hinnerup"
"2412","https://www.proff.dk/firma/lina-medical-aps/glostrup/medicinsk-teknisk-udstyr/05ZIGUI011I/","Medical Technologies","LINA MEDICAL ApS",1985,26,38872000,14495000,"Formervangen 5, 2600 Glostrup"
"2512","https://www.proff.dk/firma/ken-hygiene-systems-as/broby/medicinsk-teknisk-udstyr/06CTQ8I011I/","Medical Technologies","KEN HYGIENE SYSTEMS A/S",1987,244,37043000,-208000,"Bøgebjergvej 60, 5672 Broby"
"2613","https://www.proff.dk/firma/pro-dental-aps/silkeborg/medicinsk-teknisk-udstyr/0IWHR1I011I/","Medical Technologies","PRO DENTAL ApS",2008,20,9188000,2502000,"Søndergade 1 B 1, 8600 Silkeborg"
"2712","https://www.proff.dk/firma/cortex-technology-aps/hadsund/medicinsk-teknisk-udstyr/1AYOTPI011I/","Medical Technologies","CORTEX TECHNOLOGY ApS",1985,16,9077000,2738000,"Plastvænget 9, 9560 Hadsund"
"2812","https://www.proff.dk/firma/esbjerg-dentallaboratorium-aps/esbjerg/medicinsk-teknisk-udstyr/0TW04BI011I/","Medical Technologies","ESBJERG DENTALLABORATORIUM ApS",1984,NA,8923000,245000,"Danmarksgade 31, 6700 Esbjerg"
"2912","https://www.proff.dk/firma/ibsa-nordic-aps/s%C3%B8borg/medicinsk-teknisk-udstyr/0LOAMHI011I/","Medical Technologies","IBSA Nordic ApS",2014,9,8874000,806000,"Vandtårnsvej 77, 2860 Søborg"
"3012","https://www.proff.dk/firma/standard-systemer-aps/skovlunde/medicinsk-teknisk-udstyr/0Z4BFYI011I/","Medical Technologies","Standard Systemer ApS",1976,19,8730000,2267000,"Mileparken 13, 2740 Skovlunde"
"3112","https://www.proff.dk/firma/ccdent-aps/frederiksberg/medicinsk-teknisk-udstyr/0FPR7BI011I/","Medical Technologies","CCDENT ApS",2002,17,8137000,519000,"Finsensvej 80 A 1, 2000 Frederiksberg"
"3212","https://www.proff.dk/firma/holger-hansen-sko-aps/valby/medicinsk-teknisk-udstyr/11LBZZI011I/","Medical Technologies","HOLGER HANSEN SKO ApS",1980,10,7681000,973000,"Gammel Køge Landevej 55, 2500 Valby"
"3312","https://www.proff.dk/firma/cms-dental-as/roslev/medicinsk-teknisk-udstyr/0AVJ6DI011I/","Medical Technologies","CMS DENTAL A/S",1994,11,7371000,396000,"Elmevej 8, 7870 Roslev"
"3412","https://www.proff.dk/firma/h%C3%B8reapparatet-%C3%B8rel%C3%A6gernes-h%C3%B8recenter-as/aalborg/medicinsk-teknisk-udstyr/0GG9B4I011I/","Medical Technologies","HØREAPPARATET - ØRELÆGERNES HØRECENTER A/S",2004,14,7161000,3105000,"Vesterbro 63, 9000 Aalborg"
